itemID | top1 vision sim | top2 vision sim | top3 vision sim | top1 text sim | top2 text sim | top3 text sim
1193 | 0.789923 | 0.947788 | 0.205191 | 0.760254 | 0.770791 | 0.388501
1194 | 0.219885 | 0.353556 | 0.199554 | 0.672907 | 0.574204 | 0.686545
1195 | 0.115254 | 0.152662 | 0.213077 | 0.732022 | 0.673202 | 0.698421
1196 | 0.569998 | 0.225110 | 0.266679 | 0.459164 | 0.372257 | 0.339910
1197 | 0.439914 | 0.613309 | 0.412231 | 0.712992 | 0.800644 | 0.716182
1198 | 0.170559 | 0.183500 | 0.376534 | 0.704516 | 0.730159 | 0.657642
1199 | 0.156460 | 0.235949 | 0.315780 | 0.725362 | 0.770874 | 0.732634
1200 | 0.586884 | 0.502750 | 0.366472 | 0.786582 | 0.677218 | 0.825158
1201 | 0.603300 | 0.311775 | 0.414691 | 0.798774 | 0.530802 | 0.505162
1202 | 0.491975 | 0.507027 | 0.115862 | 0.624968 | 0.595229 | 0.318677
1203 | 0.317383 | 0.301320 | 0.279614 | 0.416505 | 0.599081 | 0.414573
1204 | 0.520058 | 0.487811 | 0.342880 | 0.754217 | 0.842979 | 0.543929
1205 | 0.292837 | 0.322874 | 0.259127 | 0.884871 | 0.990566 | 0.859289
1206 | 0.212132 | 0.220321 | 0.263946 | 0.703282 | 0.690188 | 0.647504
1207 | 0.420962 | 0.185346 | 0.207855 | 0.815688 | 0.949309 | 0.699046
1208 | 0.391574 | 0.227032 | 0.150129 | 0.878745 | 0.721195 | 0.645524
1209 | 0.294172 | 0.232618 | 0.283468 | 0.528044 | 0.504529 | 0.507873
1210 | 0.503112 | 0.489394 | 0.471473 | 0.814416 | 0.864360 | 0.577059
1211 | 0.577364 | 0.524726 | 0.391147 | 0.639303 | 0.588368 | 0.551824
1212 | 0.830361 | 0.283692 | 0.261855 | 0.917083 | 0.590704 | 0.649248
1213 | 0.311775 | 0.412231 | 0.333901 | 0.530802 | 0.716182 | 0.645802
1214 | 0.332178 | 0.354590 | 0.322874 | 0.878695 | 0.865974 | 0.990566
1215 | 0.542549 | 0.171983 | 0.347966 | 0.718406 | 0.583167 | 0.613121
1216 | 0.317385 | 0.764962 | 0.180220 | 0.859104 | 0.917932 | 0.500066
1217 | 1.000000 | 0.299242 | 0.638391 | 0.812268 | 0.610743 | 0.641642
1218 | 0.346599 | 0.363379 | 0.545712 | 0.848581 | 0.770873 | 0.897032
1219 | 0.313951 | 0.542249 | 0.503425 | 0.512968 | 0.532634 | 0.413678
1220 | 0.291639 | 0.407711 | 0.304395 | 0.836104 | 0.872269 | 0.797822
1221 | 0.604754 | 0.587113 | 0.335285 | 0.994389 | 0.932539 | 0.923425
1222 | 0.217490 | 0.526547 | 0.321885 | 0.669338 | 0.685254 | 0.598952
1223 | 0.308958 | 0.417241 | 0.433156 | 0.656506 | 0.601177 | 0.717060
1224 | 0.285503 | 0.332220 | 0.102716 | 0.602697 | 0.530058 | 0.143152
1225 | 0.150801 | 0.185620 | 0.069917 | 0.546683 | 0.479674 | 0.311573
1226 | 0.198247 | 0.318418 | 0.228446 | 0.251061 | 0.174934 | 0.268018
1227 | 0.348743 | 0.210619 | 0.328626 | 0.768792 | 0.773001 | 0.796858
1228 | 0.454506 | 0.444323 | 0.390638 | 0.640583 | 0.671184 | 0.675925
1229 | 0.358978 | 0.151920 | 0.444562 | 0.779365 | 0.786389 | 0.616601
1230 | 0.699190 | 0.683090 | 0.759414 | 0.503077 | 0.460363 | 0.576947
1231 | 0.589063 | 0.670191 | 0.539122 | 0.448580 | 0.727943 | 0.436197
1232 | 0.323033 | 0.154489 | 0.319169 | 0.364290 | 0.368807 | 0.393888
1233 | 0.488716 | 0.175503 | 0.298120 | 0.658591 | 0.667751 | 0.468673
1234 | 0.326218 | 0.232170 | 0.432842 | 0.577780 | 0.404493 | 0.542250
1235 | 0.415280 | 0.310062 | 0.248097 | 0.726997 | 0.823699 | 0.616855
1236 | 0.122104 | 0.144373 | 0.523803 | 0.520720 | 0.535928 | 0.556985
1237 | 0.395144 | 0.239866 | 0.365533 | 0.648746 | 0.808328 | 0.655516
1238 | 0.412478 | 0.458358 | 0.236839 | 0.614231 | 0.614940 | 0.642177
1239 | 0.355854 | 0.325012 | 0.420225 | 0.704773 | 0.640393 | 0.660950
1240 | 0.368537 | 0.250430 | 0.118835 | 0.330826 | 0.341195 | 0.294891
1241 | 0.193093 | 0.201785 | 0.128047 | 0.743950 | 0.275695 | 0.218918
1242 | 0.374949 | 0.202231 | 0.179002 | 0.577990 | 0.207912 | 0.199594
1243 | 0.178449 | 0.411520 | 0.194293 | 0.577048 | 0.530687 | 0.602759
1244 | 0.294468 | 0.230213 | 0.188600 | 0.604705 | 0.622886 | 0.716726
1245 | 0.206539 | 0.201339 | 0.225819 | 0.248335 | 0.493682 | 0.449492
1246 | 0.415049 | 0.809991 | 0.394943 | 0.767928 | 0.838835 | 0.799166
1247 | 0.304437 | 0.301620 | 0.252238 | 0.937949 | 0.919442 | 0.838910
1248 | 0.783625 | 0.929858 | 0.304437 | 0.855243 | 0.924265 | 0.937949
1249 | 0.206441 | 0.295813 | 0.168882 | 0.468872 | 0.421175 | 0.697072
1250 | 0.361707 | 0.236067 | 0.516140 | 0.334743 | 0.675614 | 0.630991
1251 | 0.288014 | 0.300484 | 0.423425 | 0.788613 | 0.976166 | 0.747024
1252 | 0.280297 | 0.571369 | 0.643201 | 0.788930 | 0.766963 | 0.925340
1253 | 0.244913 | 0.245642 | 0.355283 | 0.519435 | 0.687450 | 0.676895
1254 | 0.303772 | 0.444941 | 0.302257 | 0.761069 | 0.727298 | 0.649742
1255 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000
1256 | 0.208867 | 0.156206 | 0.286172 | 0.814797 | 0.790712 | 0.768710
1257 | 0.274287 | 0.138556 | 0.242029 | 0.565661 | 0.405524 | 0.557957
1258 | 0.242362 | 0.290573 | 0.388619 | 0.632137 | 0.381988 | 0.536249
1259 | 0.324696 | 0.308739 | 0.440375 | 0.699672 | 0.686393 | 0.621955
1260 | 0.377197 | 0.230079 | 0.432747 | 0.701746 | 0.647618 | 0.859356
1261 | 0.230079 | 0.501992 | 0.366540 | 0.647618 | 0.677092 | 0.699814
1262 | 0.180610 | 0.191743 | 0.479620 | 0.721229 | 0.634171 | 0.539256
1263 | 0.220400 | 0.248716 | 0.150506 | 0.186469 | 0.074981 | 0.275142
1264 | 0.296879 | 0.301253 | 0.312486 | 0.493195 | 0.543333 | 0.458156
1265 | 0.177111 | 0.158958 | 0.188420 | 0.216377 | 0.197309 | 0.215373
1266 | 0.758775 | 0.394421 | 0.357670 | 0.962664 | 0.517790 | 0.566988
1267 | 0.455426 | 0.370623 | 0.453968 | 0.819834 | 0.821724 | 0.763884
1268 | 0.445138 | 0.582599 | 0.455426 | 0.746357 | 0.927923 | 0.819834
1269 | 0.659051 | 0.643105 | 0.506109 | 0.923511 | 0.709964 | 0.539322
1270 | 0.191745 | 0.338207 | 0.316616 | 0.806612 | 0.594379 | 0.730704
1271 | 0.213093 | 0.273190 | 0.284241 | 0.212904 | 0.119514 | 0.235172
1272 | 0.374932 | 0.487082 | 0.234222 | 0.818625 | 0.716632 | 0.865483
1273 | 0.483770 | 0.374932 | 0.375419 | 0.708957 | 0.818625 | 0.771417
1274 | 0.547098 | 0.251523 | 0.354519 | 0.691813 | 0.786880 | 0.694320
1275 | 0.565952 | 0.421032 | 0.366815 | 0.655259 | 0.710347 | 0.657093
1276 | 0.412960 | 0.288013 | 0.436563 | 0.735236 | 0.740016 | 0.728822
1277 | 0.335592 | 0.313249 | 0.360666 | 0.522243 | 0.559298 | 0.603540
1278 | 0.177071 | 0.212060 | 0.328490 | 0.615858 | 0.635280 | 0.826042
1279 | 0.253239 | 0.306861 | 0.344047 | 0.651798 | 0.526717 | 0.651221
1280 | 0.262882 | 0.114307 | 0.373900 | 0.621458 | 0.581075 | 0.624970
1281 | 0.759883 | 0.491043 | 0.281178 | 0.711932 | 0.779797 | 0.619080
1282 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000
1283 | 0.525268 | 0.400335 | 0.729263 | 0.677628 | 0.575933 | 0.878608
1284 | 0.759883 | 0.415467 | 0.625416 | 0.711932 | 0.598273 | 0.871599
1285 | 0.425506 | 0.537468 | 0.542175 | 0.727659 | 0.689189 | 0.649886
1286 | 0.301467 | 0.373502 | 0.584047 | 0.642505 | 0.515240 | 0.544119
1287 | 0.604277 | 0.287520 | 0.271000 | 0.615702 | 0.606370 | 0.548000
1288 | 0.266680 | 0.436548 | 0.307908 | 0.639593 | 0.701621 | 0.626874
1289 | 0.404264 | 0.399341 | 0.382282 | 0.652760 | 0.755042 | 0.637296
1290 | 0.591209 | 0.432952 | 0.600385 | 0.655901 | 0.676822 | 0.754486
1291 | 0.455845 | 0.322213 | 0.360728 | 0.950423 | 0.753822 | 0.902249
1292 | 0.547989 | 0.667337 | 0.301533 | 0.321204 | 0.202278 | 0.435667
1293 | 0.437619 | 0.641371 | 0.572822 | 0.442040 | 0.483948 | 0.546717
1294 | 0.463113 | 0.174450 | 0.375089 | 0.673135 | 0.289912 | 0.260280
1295 | 0.433391 | 0.999568 | 0.461699 | 0.773438 | 0.968416 | 0.790409
1296 | 0.999568 | 0.468945 | 0.438237 | 0.968416 | 0.943546 | 0.810028
1297 | 0.190091 | 0.152081 | 0.221403 | 0.699888 | 0.547900 | 0.233449
1298 | 0.307222 | 0.285598 | 0.377555 | 0.517650 | 0.545236 | 0.497519
1299 | 0.406676 | 0.509957 | 0.399317 | 0.799861 | 0.812680 | 0.565320
1300 | 0.991656 | 0.811494 | 0.591328 | 0.992591 | 0.837654 | 0.793359
1301 | 0.431399 | 0.232091 | 0.153990 | 0.970533 | 0.503220 | 0.519830
1302 | 0.431399 | 0.275234 | 0.294986 | 0.970533 | 0.520594 | 0.535479
1303 | 0.169043 | 0.268765 | 0.211873 | 0.668756 | 0.641697 | 0.675242
1304 | 0.290703 | 0.374420 | 0.219879 | 0.652623 | 0.713857 | 0.624660
1305 | 0.227341 | 0.307288 | 0.403929 | 0.722572 | 0.637599 | 0.700670
1306 | 0.354703 | 0.696303 | 0.461816 | 0.679177 | 0.804206 | 0.726526
1307 | 0.658504 | 0.341714 | 0.346135 | 0.879389 | 0.712578 | 0.595032
1308 | 0.551253 | 0.420323 | 0.334448 | 0.645561 | 0.612508 | 0.621190
1309 | 0.533817 | 0.380340 | 0.140969 | 0.913419 | 0.696235 | 0.705364
1310 | 0.275359 | 0.297099 | 0.190429 | 0.675103 | 0.621475 | 0.674604
1311 | 0.274123 | 0.268292 | 0.121210 | 0.325278 | 0.381181 | 0.203458
1312 | 0.333417 | 0.691647 | 0.782120 | 0.616619 | 0.648054 | 0.694628
1313 | 0.343996 | 0.367245 | 0.360139 | 0.671094 | 0.695631 | 0.649221
1314 | 0.369936 | 0.294886 | 0.223006 | 0.607420 | 0.552487 | 0.543770
1315 | 0.170645 | 0.252216 | 0.419381 | 0.641081 | 0.662159 | 0.790685
1316 | 0.633919 | 0.437910 | 0.496148 | 0.833992 | 0.638022 | 0.580088
1317 | 0.606250 | 0.487443 | 0.605034 | 0.620457 | 0.624089 | 0.590149
1318 | 0.539703 | 0.301044 | 0.414092 | 0.455231 | 0.393760 | 0.516408
1319 | 0.378202 | 0.271574 | 0.398745 | 0.585082 | 0.623530 | 0.952401
1320 | 0.235812 | 0.262917 | 0.431330 | 0.443219 | 0.507068 | 0.447695
1321 | 0.272038 | 0.394177 | 0.269690 | 0.549183 | 0.381874 | 0.543942
1322 | 0.400046 | 0.440004 | 0.362681 | 0.526521 | 0.577070 | 0.377769
1323 | 0.607177 | 0.456163 | 0.559681 | 0.875801 | 0.641565 | 0.684356
1324 | 0.381216 | 0.325767 | 0.404147 | 0.862189 | 0.753499 | 0.658945
1325 | 0.340972 | 0.229885 | 0.276163 | 0.793816 | 0.575428 | 0.580162
1326 | 0.288236 | 0.322375 | 0.322966 | 0.710332 | 0.491533 | 0.494850
1327 | 0.393258 | 0.352920 | 0.316786 | 0.617448 | 0.626501 | 0.862028
1328 | 0.234431 | 0.572581 | 0.121532 | 0.579266 | 0.646610 | 0.640792
1329 | 0.348182 | 0.575338 | 0.332291 | 0.619753 | 0.589567 | 0.436011
1330 | 0.207252 | 0.348181 | 0.127924 | 0.580999 | 0.542020 | 0.510314
1331 | 0.462842 | 0.444138 | 0.413641 | 0.677385 | 0.685587 | 0.687185
1332 | 0.697180 | 0.339382 | 0.335758 | 0.806419 | 0.495612 | 0.471592
1333 | 0.588833 | 0.558757 | 0.351737 | 0.676961 | 0.774580 | 0.752517
1334 | 0.438859 | 0.196566 | 0.448272 | 0.787382 | 0.785786 | 0.902417
1335 | 0.889273 | 0.859484 | 0.923758 | 0.725762 | 0.847514 | 0.967581
1336 | 0.587678 | 0.604800 | 0.475885 | 0.720622 | 0.698661 | 0.606742
1337 | 0.271994 | 0.255267 | 0.309027 | 0.725324 | 0.465516 | 0.505074
1338 | 0.475664 | 0.221677 | 0.555394 | 0.717650 | 0.542333 | 0.355886
1339 | 0.729333 | 0.214807 | 0.235929 | 0.917921 | 0.603626 | 0.676801
1340 | 0.164870 | 0.253770 | 0.141845 | -0.025382 | 0.151174 | 0.402586
1341 | 0.246213 | 0.162831 | 0.213661 | 0.523668 | 0.226151 | 0.638761
1342 | 0.655849 | 0.390341 | 0.276797 | 0.832346 | 0.365870 | 0.278737
1343 | 0.421246 | 0.379516 | 0.535131 | 0.642007 | 0.916416 | 0.597165
1344 | 0.287008 | 0.406646 | 0.242162 | 0.708262 | 0.652607 | 0.290980
1345 | 0.916643 | 0.615241 | 0.513449 | 0.997900 | 0.995395 | 0.517829
1346 | 0.359206 | 0.195628 | 0.200158 | 0.571095 | 0.587295 | 0.576660
1347 | 0.326993 | 0.349259 | 0.435528 | 0.554588 | 0.585725 | 0.483057
1348 | 0.772771 | 0.564274 | 0.644080 | 0.789805 | 0.679645 | 0.660407
1349 | 0.122865 | 0.220564 | 0.089477 | 0.442501 | 0.629728 | 0.522392
1350 | 0.295220 | 0.300188 | 0.250528 | 0.749882 | 0.665233 | 0.697301
1351 | 0.275200 | 0.231064 | 0.294828 | 0.961449 | 0.235166 | 0.678378
1352 | 0.354948 | 0.264477 | 0.146264 | 0.585059 | 0.543232 | 0.429955
1353 | 0.225457 | 0.218671 | 0.217216 | 0.449178 | 0.511957 | 0.370297
1354 | 0.318445 | 0.318154 | 0.400827 | 0.607450 | 0.582020 | 0.761522
1355 | 0.589541 | 0.611210 | 0.442376 | 0.529814 | 0.755792 | 0.395541
1356 | 0.993899 | 0.372483 | 0.403233 | 0.896394 | 0.731815 | 0.774352
1357 | 0.648812 | 0.573184 | 0.682521 | 0.918195 | 0.888785 | 0.895563
1358 | 0.684543 | 0.709309 | 0.659543 | 0.767259 | 0.732906 | 0.555817
1359 | 0.402069 | 0.172084 | 0.291156 | 0.497052 | 0.468303 | 0.482523
1360 | 0.097375 | 0.262126 | 0.338720 | 0.582880 | 0.672360 | 0.624960
1361 | 0.442333 | 0.391984 | 0.218949 | 0.611374 | 0.634319 | 0.565248
1362 | 0.766945 | 0.335233 | 0.270365 | 0.945877 | 0.650338 | 0.504607
1363 | 0.494306 | 0.442333 | 0.490521 | 0.622319 | 0.611374 | 0.716066
1364 | 0.316741 | 0.720833 | 0.232727 | 0.716639 | 0.982589 | 0.662430
1365 | 0.341873 | 0.316741 | 0.249013 | 0.731695 | 0.716639 | 0.894534
1366 | 0.114534 | 0.199389 | 0.212179 | 0.177493 | 0.329869 | 0.168040
1367 | 0.320412 | 0.405343 | 0.249313 | 0.357174 | 0.636491 | 0.395564
1368 | 0.189313 | 0.354634 | 0.389219 | 0.140086 | 0.296635 | 0.314780
1369 | 0.504650 | 0.537424 | 0.307778 | 0.621697 | 0.462916 | 0.586619
1370 | 0.167412 | 0.135901 | 0.149452 | 0.692936 | 0.679883 | 0.679971
1371 | 0.308744 | 0.211951 | 0.221898 | 0.397365 | 0.345350 | 0.327060
1372 | 0.282801 | 0.179781 | 0.151216 | 0.465068 | 0.194367 | 0.324088
1373 | 0.417027 | 0.338342 | 0.327774 | 0.758514 | 0.827278 | 0.907521
1374 | 0.646810 | 0.442071 | 0.557060 | 0.854494 | 0.513916 | 0.629983
1375 | 0.696365 | 0.733475 | 0.670611 | 0.706727 | 0.686532 | 0.668716
1376 | 0.669297 | 0.757026 | 0.702380 | 0.951659 | 0.898001 | 0.887205
1377 | 0.720914 | 0.505148 | 0.609879 | 0.911984 | 0.679814 | 0.908964
1378 | 0.315507 | 0.306710 | 0.457350 | 0.850183 | 0.638322 | 0.824316
1379 | 0.370193 | 0.374377 | 0.422652 | 0.833076 | 0.673947 | 0.857574
1380 | 0.537668 | 0.516949 | 0.516656 | 0.841664 | 0.899531 | 0.899153
1381 | 0.220661 | 0.249313 | 0.217114 | 0.395250 | 0.357848 | 0.477231
1382 | 0.812406 | 0.746875 | 0.422957 | 0.877310 | 0.892091 | 0.542560
1383 | 0.713815 | 0.294223 | 0.459330 | 0.812990 | 0.361312 | 0.588296
1384 | 0.500499 | 0.302872 | 0.581730 | 0.761599 | 0.792141 | 0.737847
1385 | 0.217551 | 0.370241 | 0.387922 | 0.704950 | 0.852800 | 0.352401
1386 | 0.394770 | 0.397036 | 0.414203 | 0.670841 | 0.539328 | 0.518444
1387 | 0.350193 | 0.265068 | 0.253127 | 0.758542 | 0.485317 | 0.546729
1388 | 0.325930 | 0.335503 | 0.350879 | 0.615846 | 0.389677 | 0.471160
1389 | 0.377838 | 0.386790 | 0.373273 | 0.710326 | 0.631180 | 0.479332
1390 | 0.632474 | 0.482331 | 0.407584 | 0.830794 | 0.706542 | 0.707810
1391 | 0.600992 | 0.402897 | 0.496418 | 0.697117 | 0.505278 | 0.713696
1392 | 0.553842 | 0.388568 | 0.287950 | 0.535759 | 0.599456 | 0.520686
1393 | 0.294445 | 0.346926 | 0.256359 | 0.453424 | 0.413795 | 0.451221
1394 | 0.254301 | 0.231487 | 0.305134 | 0.482860 | 0.464117 | 0.353512
1395 | 0.546817 | 0.527319 | 0.611623 | 0.746736 | 0.779500 | 0.770478
1396 | 0.424063 | 0.269556 | 0.501313 | 0.677806 | 0.608601 | 0.742797
1397 | 0.330108 | 0.383834 | 0.423122 | 0.610504 | 0.789527 | 0.602134
1398 | 0.223163 | 0.678330 | 0.691164 | 0.058002 | 0.708139 | 0.612378
1399 | 0.397595 | 0.382918 | 0.605491 | 0.584820 | 0.507373 | 0.641086
1400 | 0.263563 | 0.475869 | 0.282910 | 0.433853 | 0.600252 | 0.418238
1401 | 0.213565 | 0.229924 | 0.347702 | 0.571775 | 0.570480 | 0.661839
1402 | 0.734430 | 0.203697 | 0.173115 | 0.747380 | 0.556162 | 0.608227
1403 | 0.359455 | 0.236698 | 0.314912 | 0.788506 | 0.832317 | 0.851429
1404 | 0.364418 | 0.380364 | 0.467849 | 0.759019 | 0.802637 | 0.811259
1405 | 0.352657 | 0.197080 | 0.560754 | 0.709606 | 0.363566 | 0.933530
1406 | 0.255847 | 0.617403 | 0.325648 | 0.883355 | 0.907890 | 0.856635
1407 | 0.509801 | 0.560034 | 0.776926 | 0.717731 | 0.723035 | 0.504773
1408 | 0.229885 | 0.353865 | 0.305730 | 0.575428 | 0.569558 | 0.678335
1409 | 0.284491 | 0.474770 | 0.555319 | 0.568429 | 0.490283 | 0.749399
1410 | 0.261560 | 0.243829 | 0.303499 | 0.677449 | 0.640580 | 0.711886
1411 | 0.608737 | 0.588577 | 0.580662 | 0.565064 | 0.682799 | 0.571721
1412 | 0.169431 | 0.129490 | 0.279970 | 0.430022 | 0.502154 | 0.455121
1413 | 0.718562 | 0.572869 | 0.864702 | 0.926544 | 0.821336 | 0.842305
1414 | 0.476077 | 0.226343 | 0.170994 | 0.830598 | 0.473154 | 0.330069
1415 | 0.499923 | 0.196704 | 0.291421 | 0.738057 | 0.657165 | 0.650787
1416 | 0.285526 | 0.265491 | 0.155005 | 0.611492 | 0.577988 | 0.559798
1417 | 0.251503 | 0.204524 | 0.107194 | 0.168329 | 0.159342 | 0.216147
1418 | 0.620568 | 0.891005 | 0.913855 | 0.834995 | 0.782010 | 0.840374
1419 | 0.237262 | 0.191683 | 0.218095 | 0.620268 | 0.598926 | 0.609820
1420 | 0.146184 | 0.252375 | 0.176888 | 0.666814 | 0.457056 | 0.574565
1421 | 0.516308 | 0.572563 | 0.483677 | 0.716105 | 0.642103 | 0.716851
1422 | 0.311496 | 0.306112 | 0.546518 | 0.890382 | 0.862576 | 0.716247
1423 | 0.788614 | 0.583573 | 0.595006 | 0.842857 | 0.783766 | 0.532197
1424 | 0.563206 | 0.657354 | 0.343545 | 0.678564 | 0.656145 | 0.736382
1425 | 0.558922 | 0.582075 | 0.563206 | 0.552080 | 0.654694 | 0.678564
1426 | 0.317385 | 0.341277 | 0.406511 | 0.859104 | 0.892380 | 0.515370
1427 | 0.624836 | 0.581268 | 0.582797 | 0.716754 | 0.785892 | 0.760243
1428 | 0.744444 | 0.737613 | 0.731003 | 0.800021 | 0.777107 | 0.858238
1429 | 0.304282 | 0.211753 | 0.099264 | 0.850134 | 0.565737 | 0.511831
1430 | 0.263603 | 0.301251 | 0.287419 | 0.656975 | 0.621764 | 0.640278
1431 | 0.182820 | 0.351266 | 0.420036 | 0.329131 | 0.573544 | 0.298277
1432 | 0.495170 | 0.370279 | 0.381872 | 0.911371 | 0.883820 | 0.979683
1433 | 0.262376 | 0.241165 | 0.488689 | 0.585943 | 0.290970 | 0.567733
1434 | 0.352387 | 0.205605 | 0.247113 | 0.789009 | 0.738618 | 0.776055
1435 | 0.362256 | 0.324365 | 0.321377 | 0.582929 | 0.586168 | 0.554301
1436 | 0.549025 | 0.273562 | 0.419935 | 0.841054 | 0.749037 | 0.524596
1437 | 0.358112 | 0.538018 | 0.296927 | 0.599710 | 0.434530 | 0.499432
1438 | 0.266137 | 1.000000 | 1.000000 | 0.744778 | 0.915555 | 0.886072
1439 | 0.433149 | 0.286307 | 0.442380 | 0.760979 | 0.677386 | 0.710848
1440 | 0.296966 | 0.440741 | 0.292733 | 0.762176 | 0.904594 | 0.795629
1441 | 1.000000 | 0.266137 | 0.309934 | 0.915555 | 0.726021 | 0.755170
1442 | 1.000000 | 1.000000 | 0.264450 | 0.886072 | 0.917543 | 0.573793
1443 | 0.431611 | 0.263435 | 0.304023 | 0.849294 | 0.515575 | 0.681620
1444 | 0.404264 | 0.335669 | 0.741601 | 0.652760 | 0.714446 | 0.733571
1445 | 0.403485 | 0.413962 | 0.470471 | 0.853628 | 0.978458 | 0.977424
1446 | 0.445619 | 0.422425 | 0.538911 | 0.974208 | 0.827453 | 0.835085
1447 | 0.356555 | 0.247676 | 1.000000 | 0.903551 | 0.836270 | 1.000000
1448 | 0.341077 | 0.347807 | 0.430856 | 0.717840 | 0.687215 | 0.584050
1449 | 0.241379 | 0.255638 | 0.553842 | 0.540733 | 0.622304 | 0.535759
1450 | 0.437619 | 0.420221 | 0.146264 | 0.442040 | 0.484448 | 0.429955
1451 | 0.340972 | 0.273195 | 0.418312 | 0.793816 | 0.624196 | 0.679428
1452 | 0.352387 | 0.523511 | 0.344349 | 0.789009 | 0.638682 | 0.739792
1453 | 0.373375 | 0.457298 | 0.287456 | 0.708393 | 0.578405 | 0.357745
1454 | 1.000000 | 0.288266 | 0.773144 | 0.983743 | 0.772034 | 0.997787
1455 | 0.308795 | 0.599658 | 0.308062 | 0.716817 | 0.608003 | 0.742637
1456 | 0.279538 | 0.299006 | 0.180518 | 0.761246 | 0.843777 | 0.668002
1457 | 0.734670 | 0.279538 | 0.537612 | 0.735879 | 0.761246 | 0.665326
1458 | 0.567689 | 0.768937 | 0.884836 | 0.918418 | 0.916687 | 0.871982
1459 | 0.591705 | 0.679083 | 0.788049 | 0.883489 | 0.839060 | 0.849284
1460 | 0.413214 | 0.479535 | 0.760723 | 0.395550 | 0.395815 | 0.801632
1461 | 0.575465 | 0.550967 | 0.498311 | 0.752959 | 0.650552 | 0.761134
1462 | 0.838272 | 0.622841 | 0.536561 | 0.717166 | 0.621367 | 0.711610
1463 | 0.742560 | 0.655757 | 0.539589 | 0.894894 | 0.666494 | 0.437112
1464 | 0.515051 | 0.509210 | 0.319527 | 0.975684 | 0.934438 | 0.934247
1465 | 0.319527 | 0.520144 | 0.809991 | 0.934247 | 0.883739 | 0.838835
1466 | 0.509210 | 0.839700 | 0.375845 | 0.934438 | 0.955599 | 0.794885
1467 | 0.515051 | 0.505566 | 0.505566 | 0.975684 | 0.787997 | 0.791270
1468 | 0.456677 | 0.344773 | 0.327949 | 0.704031 | 0.610972 | 0.578819
1469 | 0.211479 | 0.199501 | 0.240168 | 0.584394 | 0.392497 | 0.455717
1470 | 0.107055 | 0.264939 | 0.124369 | 0.673189 | 0.814655 | 0.627781
1471 | 0.348106 | 0.352362 | 0.317666 | 0.820809 | 0.848039 | 0.892515
1472 | 0.436020 | 0.225492 | 0.522398 | 0.688006 | 0.659337 | 0.614401
1473 | 0.318513 | 0.170219 | 0.141343 | 0.584817 | 0.329796 | 0.430166
1474 | 0.381169 | 0.552037 | 0.198771 | 0.673491 | 0.832322 | 0.831082
1475 | 0.249860 | 0.274894 | 0.218139 | 0.714775 | 0.736510 | 0.776646
1476 | 0.372275 | 0.257490 | 0.665309 | 0.452379 | 0.305302 | 0.421103
1477 | 0.292805 | 0.304476 | 0.424805 | 0.653610 | 0.423338 | 0.455509
1478 | 0.138508 | 0.424342 | 0.429440 | 0.873925 | 0.769015 | 0.764871
1479 | 0.441697 | 0.351790 | 0.295040 | 0.650020 | 0.822125 | 0.619027
1480 | 0.389731 | 0.333645 | 0.248330 | 0.558242 | 0.758173 | 0.674077
1481 | 0.489582 | 0.456480 | 0.526681 | 0.704977 | 0.869076 | 0.738240
1482 | 0.389731 | 0.471931 | 0.298706 | 0.558242 | 0.542057 | 0.521275
1483 | 0.446188 | 0.532906 | 0.274996 | 0.883183 | 0.520391 | 0.545063
1484 | 0.517552 | 0.191264 | 0.611386 | 0.984843 | 0.850954 | 0.846739
1485 | 0.424903 | 0.398600 | 0.645234 | 0.955871 | 0.959691 | 0.857315
1486 | 0.228266 | 0.271140 | 0.281370 | 0.271659 | 0.346372 | 0.405973
1487 | 0.368546 | 0.325837 | 0.295004 | 0.894786 | 0.572916 | 0.441060
1488 | 0.558922 | 0.657354 | 0.482782 | 0.552080 | 0.656145 | 0.464024
1489 | 0.377959 | 0.210799 | 0.131300 | 0.450012 | 0.279441 | 0.431075
1490 | 0.261866 | 0.247433 | 0.387701 | 0.810622 | 0.780945 | 0.695857
1491 | 0.420846 | 0.210463 | 0.453543 | 0.588747 | 0.500416 | 0.592997
1492 | 0.306952 | 0.254247 | 0.538256 | 0.379173 | 0.668941 | 0.953610
1493 | 0.494804 | 0.522754 | 0.333326 | 0.646540 | 0.691982 | 0.435243
1494 | 0.252839 | 0.416798 | 0.275541 | 0.635742 | 0.607617 | 0.506903
1495 | 0.439914 | 0.434836 | 0.403529 | 0.712992 | 0.706223 | 0.761891
1496 | 0.557951 | 0.567070 | 0.315584 | 0.831064 | 0.985400 | 0.764826
1497 | 0.295665 | 0.307182 | 0.349203 | 0.670399 | 0.637004 | 0.610020
1498 | 0.498002 | 0.381606 | 0.316064 | 0.633870 | 0.787234 | 0.162897
1499 | 0.504928 | 0.478403 | 0.428325 | 0.786489 | 0.816122 | 0.708079
1500 | 0.457271 | 0.541769 | 0.621422 | 0.886140 | 0.895411 | 0.839906
1501 | 0.381416 | 0.368299 | 0.167437 | 0.307481 | 0.321570 | 0.289112
1502 | 0.421011 | 0.234936 | 0.336850 | 0.680600 | 0.605357 | 0.549499
